iter	RMSE
767	6.37286292
768	6.363721452
769	6.361660102
770	6.35672359
771	6.355119032
772	6.353380467
773	6.349242264
774	6.344454911
775	6.339095089
776	6.33829204
777	6.337077009
778	6.336084545
779	6.333973616
780	6.333579117
781	6.324042571
782	6.314683602
783	6.307971826
784	6.307580049
785	6.305911724
786	6.301214334
787	6.297256585
788	6.288519163
789	6.28351022
790	6.281484713
791	6.281016595
792	6.273141306
793	6.268621852
794	6.263192224
795	6.256920653
796	6.256122813
797	6.255070951
798	6.246985986
799	6.243240221
800	6.239474635
801	6.235652979
802	6.22877589
803	6.224742028
804	6.22025196
805	6.218227521
806	6.215107785
807	6.212051303
808	6.208907189
809	6.205409817
810	6.202134174
811	6.196379713
812	6.193360025
813	6.188864032
814	6.186428163
815	6.181066296
816	6.180397011
817	6.171299773
818	6.168811431
819	6.161279953
820	6.158550304
821	6.154657641
822	6.149374671
823	6.146744443
824	6.143529302
825	6.13981651
826	6.136121859
827	6.132829465
828	6.124524931
829	6.122327398
830	6.12187912
831	6.115955411
832	6.115444179
833	6.114477043
834	6.110607355
835	6.104252282
836	6.100920742
837	6.098874117
838	6.095900142
839	6.092292301
840	6.091172714
841	6.087130255
842	6.079386454
843	6.078546539
844	6.075903721
845	6.070473967
846	6.063132418
847	6.058890952
848	6.052033474
849	6.05099886
850	6.045760161
851	6.043252357
852	6.037696554
853	6.033241105
854	6.032176901
855	6.03155104
856	6.028842189
857	6.026748896
858	6.024473925
859	6.018432644
860	6.017959153
861	6.011561357
862	6.008155799
863	6.006330168
864	6.003187051
865	6.002229108
866	5.997792739
867	5.993775611
868	5.992697263
869	5.992224322
870	5.988902705
871	5.978500116
872	5.972561853
873	5.969629357
874	5.969288882
875	5.966889091
876	5.960957711
877	5.955996194
878	5.953102006
879	5.946743537
880	5.944564785
881	5.941943631
882	5.940560377
883	5.930576354
884	5.928505201
885	5.922596167
886	5.922049541
887	5.917718679
888	5.916434308
889	5.915561285
890	5.912866525
891	5.908846939
892	5.904578731
893	5.899713724
894	5.897456981
895	5.894385751
896	5.890675095
897	5.889353575
898	5.883977331
899	5.881956042
900	5.878425866
901	5.871500789
902	5.867151789
903	5.866258363
904	5.860675535
905	5.857283927
906	5.85612757
907	5.848149332
908	5.845797771
909	5.844925287
910	5.842728246
911	5.8402046
912	5.837436105
913	5.827486656
914	5.826049711
915	5.819116365
916	5.815941807
917	5.807044102
918	5.799967558
919	5.797817413
920	5.795967669
921	5.789478727
922	5.785438896
923	5.781223591
924	5.780314615
925	5.778255301
926	5.773242263
927	5.767706865
928	5.760578581
929	5.757440519
930	5.751464989
931	5.747254682
932	5.741791392
933	5.738767588
934	5.736507491
935	5.729933863
936	5.728123687
937	5.720901494
938	5.720481502
939	5.718142138
940	5.714988475
941	5.714398317
942	5.711808711
943	5.709974564
944	5.703871517
945	5.69749287
946	5.696257205
947	5.695083198
948	5.690993385
949	5.684137039
950	5.678329695
951	5.673360424
952	5.667037958
953	5.665328639
954	5.664907012
955	5.6623701
956	5.66170581
957	5.657828132
958	5.650009687
959	5.648701225
960	5.646985316
961	5.644021027
962	5.637138194
963	5.636348886
964	5.628769489
965	5.625223668
966	5.62006857
967	5.613476875
968	5.609476422
969	5.602258185
970	5.601478842
971	5.594643867
972	5.589863357
973	5.589285543
974	5.586685935
975	5.581524196
976	5.576387472
977	5.572366955
978	5.572101635
979	5.566254951
980	5.559583556
981	5.553561673
982	5.552992022
983	5.54765527
984	5.544662432
985	5.539038789
986	5.537081288
987	5.532929223
988	5.529827084
989	5.522993348
990	5.520112073
991	5.516995067
992	5.516016714
993	5.51270416
994	5.511869783
995	5.509524869
996	5.508366181
997	5.50694614
998	5.502437993
999	5.499160796
1000	5.498908561
1001	5.498209711
1002	5.49676633
1003	5.494439668
1004	5.487554831
1005	5.482987978
1006	5.482688455
1007	5.478561771
1008	5.477508665
1009	5.474543375
1010	5.468030764
1011	5.466158075
1012	5.461769061
1013	5.459233291
1014	5.457891243
1015	5.455042064
1016	5.452694284
1017	5.451185919
1018	5.444270523
1019	5.443747642
1020	5.440547095
1021	5.439485871
1022	5.436663122
1023	5.435386158
1024	5.434306242
1025	5.430938647
1026	5.429556679
1027	5.426853908
1028	5.425149906
1029	5.423663269
1030	5.416220531
1031	5.412480067
1032	5.411254894
1033	5.408155548
1034	5.4075657
1035	5.406936073
1036	5.405657281
1037	5.401721019
1038	5.398262139
1039	5.39473769
1040	5.392454982
1041	5.386513768
1042	5.383463104
1043	5.379474342
1044	5.37897718
1045	5.375115845
1046	5.369914732
1047	5.367704403
1048	5.363200438
1049	5.361458229
1050	5.355639789
1051	5.352344461
1052	5.350574247
1053	5.350226729
1054	5.345889331
1055	5.339646741
1056	5.336695673
1057	5.331920614
1058	5.326385259
1059	5.323115662
1060	5.320517717
1061	5.319096892
1062	5.315753429
1063	5.315101339
1064	5.311317359
1065	5.308770128
1066	5.306887744
1067	5.303801079
1068	5.300264275
1069	5.295097052
1070	5.291111073
1071	5.287767607
1072	5.285057069
1073	5.281372472
1074	5.278128982
1075	5.272460801
1076	5.270559275
1077	5.269030262
1078	5.268407726
1079	5.267880078
1080	5.265948042
1081	5.259977884
1082	5.257398634
1083	5.254279915
1084	5.250909282
1085	5.245587855
1086	5.23895627
1087	5.237029937
1088	5.234269933
1089	5.233377318
1090	5.227608846
1091	5.223644916
1092	5.222714362
1093	5.219987039
1094	5.219112236
1095	5.218827511
1096	5.216704298
1097	5.210731255
1098	5.209616032
1099	5.204359338
1100	5.200739981
1101	5.196402992
1102	5.193987869
1103	5.189066138
1104	5.185405098
1105	5.181632438
1106	5.177716661
1107	5.176124618
1108	5.174371406
1109	5.173553122
1110	5.171338482
1111	5.169506213
1112	5.167405239
1113	5.165021919
1114	5.160681384
1115	5.159926634
1116	5.158811228
1117	5.156990298
1118	5.155047234
1119	5.148430291
1120	5.147332621
1121	5.147131013
1122	5.144292757
1123	5.143257572
1124	5.139903716
1125	5.139496886
1126	5.139246951
1127	5.135888688
1128	5.134287898
1129	5.134023545
1130	5.133683291
1131	5.131098983
1132	5.125345514
1133	5.1241738
1134	5.118315915
1135	5.115749032
1136	5.113686891
1137	5.106906059
1138	5.103911631
1139	5.102986682
1140	5.099906185
1141	5.09375775
1142	5.093189398
1143	5.090701286
1144	5.088414194
1145	5.088149469
1146	5.084684011
1147	5.078275486
1148	5.076839959
1149	5.07210584
1150	5.07144462
1151	5.06590306
1152	5.063756394
1153	5.061700117
1154	5.056762595
1155	5.055613611
1156	5.051982093
1157	5.051551544
1158	5.049735945
1159	5.046858159
1160	5.041726799
1161	5.041476958
1162	5.0389799
1163	5.034650723
1164	5.033083073
1165	5.027735337
1166	5.025760189
1167	5.023793645
1168	5.022650235
1169	5.019940311
1170	5.017772855
1171	5.017359402
1172	5.017098275
1173	5.015611251
1174	5.009977145
1175	5.005810729
1176	5.002228609
1177	5.001950387
1178	4.996292257
1179	4.994482446
1180	4.993939783
1181	4.991364258
1182	4.987220644
1183	4.98568124
1184	4.983754807
1185	4.983489995
1186	4.978933735
1187	4.977180341
1188	4.97586503
1189	4.975624513
1190	4.972714862
1191	4.970644092
1192	4.969394083
1193	4.965851861
1194	4.962083519
1195	4.961396129
1196	4.958189941
1197	4.957057673
1198	4.955531546
1199	4.955102547
1200	4.952073559
1201	4.950377236
1202	4.948130076
1203	4.945938812
1204	4.944162441
1205	4.942869741
1206	4.941086876
1207	4.938642271
1208	4.936580804
1209	4.933978735
1210	4.930008876
1211	4.926309398
1212	4.925041048
1213	4.924795555
1214	4.921584268
1215	4.920808929
1216	4.915036195
1217	4.913993139
1218	4.910233791
1219	4.906792106
1220	4.905581105
1221	4.903411034
1222	4.901637685
1223	4.901388539
1224	4.898734542
1225	4.895662382
1226	4.893074644
1227	4.889925351
1228	4.886690368
1229	4.883451418
1230	4.880377567
1231	4.880126065
1232	4.877307542
1233	4.876033439
1234	4.873432912
1235	4.869877307
1236	4.868291516
1237	4.867765586
1238	4.863481132
1239	4.857848457
1240	4.855229838
1241	4.851367131
1242	4.85025069
1243	4.848198795
1244	4.8440234
1245	4.841601607
1246	4.840470354
1247	4.839774116
1248	4.837675994
1249	4.835284713
1250	4.835082451
1251	4.834225771
1252	4.832967756
1253	4.829795361
1254	4.827249199
1255	4.826807919
1256	4.823927559
1257	4.821954224
1258	4.818972352
1259	4.816723274
1260	4.81598099
1261	4.81274681
1262	4.809303308
1263	4.808981543
1264	4.803869281
1265	4.799539621
1266	4.797599305
1267	4.796671356
1268	4.794790152
1269	4.792591449
1270	4.790579883
1271	4.788076652
1272	4.787641979
1273	4.786778938
1274	4.784869271
1275	4.78338123
1276	4.777730813
1277	4.775068812
1278	4.771379434
1279	4.76733093
1280	4.766828602
1281	4.762568029
1282	4.759129035
1283	4.758712052
1284	4.757139913
1285	4.753553396
1286	4.750427395
1287	4.745473962
1288	4.742017743
1289	4.740981612
1290	4.73868094
1291	4.735569508
1292	4.730844356
1293	4.729082733
1294	4.724857249
1295	4.719185948
1296	4.71410507
1297	4.713094482
1298	4.709804998
1299	4.707518549
1300	4.707317401
1301	4.703184313
1302	4.699605683
1303	4.693658539
1304	4.688334776
1305	4.685357017
1306	4.681223112
1307	4.677990653
1308	4.675944117
1309	4.673027819
1310	4.67135477
1311	4.666505296
1312	4.666302178
1313	4.663999683
1314	4.660709466
1315	4.660434925
1316	4.658080205
1317	4.657798049
1318	4.65600196
1319	4.650712795
1320	4.647197165
1321	4.644959484
1322	4.639447896
1323	4.638822917
1324	4.633143941
1325	4.630791861
1326	4.628807702
1327	4.624297276
1328	4.621646041
1329	4.620579672
1330	4.618110442
1331	4.615913082
1332	4.611120925
1333	4.608574099
1334	4.607677748
1335	4.607268924
1336	4.601874819
1337	4.600662899
1338	4.598726321
1339	4.595602531
1340	4.590465076
1341	4.588068399
1342	4.585971656
1343	4.585242716
1344	4.581072278
1345	4.577524964
1346	4.575651705
1347	4.572408199
1348	4.571465706
1349	4.566582234
1350	4.565365209
1351	4.563097998
1352	4.559834161
1353	4.555824032
1354	4.553259433
1355	4.549686748
1356	4.548226087
1357	4.543680048
1358	4.541631807
1359	4.53940331
1360	4.534381482
1361	4.53190457
1362	4.531364353
1363	4.528693665
1364	4.527727115
1365	4.526636737
1366	4.524094263
1367	4.520098785
1368	4.514051907
1369	4.513186928
1370	4.512370402
1371	4.510200272
1372	4.508424216
1373	4.507754707
1374	4.50479948
1375	4.503138882
1376	4.501551939
1377	4.499640426
1378	4.498499927
1379	4.493020879
1380	4.487397944
1381	4.485718147
1382	4.482838429
1383	4.482379029
1384	4.478429374
1385	4.477124972
1386	4.475806441
1387	4.472798695
1388	4.469125999
1389	4.46899128
1390	4.468082869
1391	4.465679087
1392	4.465395347
1393	4.462124243
1394	4.459913179
1395	4.458742004
1396	4.452677153
1397	4.45052169
1398	4.447732777
1399	4.443011642
1400	4.441192168
1401	4.438595398
1402	4.436289189
1403	4.432280299
1404	4.429850785
1405	4.429093719
1406	4.425717348
1407	4.424798985
1408	4.422583158
1409	4.421062112
1410	4.419348379
1411	4.414943674
1412	4.412614745
1413	4.411485775
1414	4.409380193
1415	4.407365827
1416	4.405853476
1417	4.402779901
1418	4.401476624
1419	4.399326065
1420	4.39848535
1421	4.395166838
1422	4.392241938
1423	4.389273858
1424	4.384490377
1425	4.383457097
1426	4.38243369
1427	4.379542005
1428	4.377320885
1429	4.372904694
1430	4.37067724
1431	4.368818354
1432	4.366211066
1433	4.362164352
1434	4.358089911
1435	4.353923508
1436	4.351075326
1437	4.347495632
1438	4.345081071
1439	4.34054991
1440	4.339543508
1441	4.33575287
1442	4.333033266
1443	4.331407123
1444	4.32995431
1445	4.327326377
1446	4.325354535
1447	4.321405262
1448	4.318645365
1449	4.317668542
1450	4.314166266
1451	4.31187256
1452	4.310140183
1453	4.306083399
1454	4.304475388
1455	4.303113697
1456	4.301569443
1457	4.300087019
1458	4.297259063
1459	4.296615399
1460	4.292643178
1461	4.290618376
1462	4.286662008
1463	4.284494029
1464	4.282523511
1465	4.280217518
1466	4.279048631
1467	4.275348714
1468	4.270469814
1469	4.269766853
1470	4.262977487
1471	4.258234872
1472	4.256698198
1473	4.254487155
1474	4.249688478
1475	4.24628568
1476	4.245043314
1477	4.242494669
1478	4.238718257
1479	4.233068277
1480	4.230856131
1481	4.230354215
1482	4.226482239
1483	4.225198743
1484	4.223500267
1485	4.221282192
1486	4.220043549
1487	4.219562021
1488	4.214969542
1489	4.212561467
1490	4.208400632
1491	4.207116198
1492	4.202088819
1493	4.198496597
1494	4.196094642
1495	4.194364559
1496	4.191744703
1497	4.190273049
1498	4.187314815
1499	4.185080601
